content,windows
"wasn't planning on it, but isnt there something like in windows for sharing?",1
yes. i had 512 mb and it crashed a few times when i had lots of firefox windows open. better get at least 512 mb. or better 1 gb.,1
"if they are text files you can just hold them in a usb, and then reformat c: and install windows and then put them back. why do you need them on d:",1
i used it in windows,1
"is the problem with viewsonic and ubuntu (there's no problems with the monitor when using windows), or just having dual screen with these monitors or this display adapter is causing problems?",1
it works in windows.,1
i am at that point now where windows will be a thing of the past but still need it at home for some family members,1
i am not too familiar with the command line when it comes to installing linux but now i am at the point i want to switch from windows. do i need to compile ubuntu to have it install? or is it automated somewhat like windows?,1
so does windows > vmware>ubuntu take too long to boot up?,1
"advice: try using windows built-in ""shrink partition"" function and see if that buys you enough space",1
"i dont think so, i had amarok open and transfering some songs to the windows partition so i could transfer it to my zune player",1
"check in gparted to see if your partition is still being recognized, also try booting windows to maek sure it still works",1
"can anyone help me please, i cant see my windows partition on the file manager",1
i cant see my windows partition in the file manager,1
!install  > twelve-60  check for a private message windows with instructions from ubotu,1
"that might be some specific windows software. so maybe the ""driver"" works but every features hasn't been implemented in linux.",1
"my printer just complained that it was out of ink, but i have no way of telling which cartridge is out. i have a canon ip5000 printer. in windows, a box would come up with printer properties, but i dont have this in linux. any way to get those canon windows to display?",1
i use one on my mac --- i dont remmber the name of the windows one -- its freeware though,1
"i'm trying to find the best way to partition my external hard drive for xubuntu, stuff like getting the proper mbr, ext4/3/2 main xubuntu partition, separate /home, swap partition, a fat32 dump for transfer to windows, stuff like that. and in what order to do it in. i wanna end up with an external hard drive that i can boot into directly from bios (to grub2 or equivalent), even if there's no internal hard drive connected. any suggestions?",1
right now i have the perfect setup for slowly trying to move over from windows,1
yeah.. when it comes to playing games i don't feel like messing with stuff like wine to get it to work. i just don't keep anything important on the windows system,1
what's holding you back from breaking windows ;),1
notepad on windows? a fine kettle of fish that brings up.,1
in windows there is .bat files... can run multiple commands at once. how do i do that?,1
like in windows?,1
same as in windows.. open a web browser (usually default http://192.168.1.1),1
we tolerate bashing windows users already :p,1
"is there any way to optimize memory usage in ubuntu? i have 256mb and windows 2000 ran perfectly, but ubuntu hogs nearly all of my memory, and makes running 3d apps that ran smoothly in windows impossible to run on ubuntu.",1
anybody knows if it's possible to configure the matrox dualhead2go under ubuntu? there's windows and mac drivers but i cannot find nothing for linux,1
"no, you have to pay for that one. i think it is like $20 but it does run a few windows programs..",1
"if thre are games for windows you feel you need, you may want to look into crossover office.",1
im looking to dual boot windows and ubuntu but ubuntu is taking up almost all of the hard drive space.  im trying to use partition editor to free up the space for windows but it wont edit.  any help?,1
when i minimize windows it still doesn't go to that panel :(,1
"i did something stupid i think, i removed the default panel at the bottom, now when i minimize windows it's gone",1
where do i find these windows again?,1
"my cpu fan rotates fully,..........so as per my windows experiance i can say that",1
"what mostly bothers me is that an student bought this netbook, and the ti people in the university told her to run after someone who would install windows on it, i tooked it to put up ubuntu instead of the embedded linux it came for free",1
to be safe cause he thinks hes on windows :d,1
that works out of the box on windows.,1
the power management on windows gives me two times as much time to work on battery than the linux drivers.,1
